Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
19908,,Niger,2020-01-27,0,0
19909,,Niger,2020-01-28,0,0
19910,,Niger,2020-01-29,0,0
19911,,Niger,2020-01-30,0,0
19912,,Niger,2020-01-31,0,0
19913,,Niger,2020-02-01,0,0
19914,,Niger,2020-02-02,0,0
19915,,Niger,2020-02-03,0,0
19916,,Niger,2020-02-04,0,0
19917,,Niger,2020-02-05,0,0
19918,,Niger,2020-02-06,0,0
19919,,Niger,2020-02-07,0,0
19920,,Niger,2020-02-08,0,0
19921,,Niger,2020-02-09,0,0
19922,,Niger,2020-02-10,0,0
19923,,Niger,2020-02-11,0,0
19924,,Niger,2020-02-12,0,0
19925,,Niger,2020-02-13,0,0
19926,,Niger,2020-02-14,0,0
19927,,Niger,2020-02-15,0,0
19928,,Niger,2020-02-16,0,0
19929,,Niger,2020-02-17,0,0
19930,,Niger,2020-02-18,0,0
19931,,Niger,2020-02-19,0,0
19932,,Niger,2020-02-20,0,0
19933,,Niger,2020-02-21,0,0
19934,,Niger,2020-02-22,0,0
19935,,Niger,2020-02-23,0,0
19936,,Niger,2020-02-24,0,0
19937,,Niger,2020-02-25,0,0
19938,,Niger,2020-02-26,0,0
19939,,Niger,2020-02-27,0,0
19940,,Niger,2020-02-28,0,0
19941,,Niger,2020-02-29,0,0
19942,,Niger,2020-03-01,0,0
19943,,Niger,2020-03-02,0,0
19944,,Niger,2020-03-03,0,0
19945,,Niger,2020-03-04,0,0
19946,,Niger,2020-03-05,0,0
19947,,Niger,2020-03-06,0,0
19948,,Niger,2020-03-07,0,0
19949,,Niger,2020-03-08,0,0
19950,,Niger,2020-03-09,0,0
19951,,Niger,2020-03-10,0,0
19952,,Niger,2020-03-11,0,0
19953,,Niger,2020-03-12,0,0
19954,,Niger,2020-03-13,0,0
19955,,Niger,2020-03-14,0,0
19956,,Niger,2020-03-15,0,0
19957,,Niger,2020-03-16,0,0
19958,,Niger,2020-03-17,0,0
19959,,Niger,2020-03-18,0,0
19960,,Niger,2020-03-19,0,0
19961,,Niger,2020-03-20,1,0
19962,,Niger,2020-03-21,1,0
19963,,Niger,2020-03-22,2,0
19964,,Niger,2020-03-23,3,0
19965,,Niger,2020-03-24,3,0
19966,,Niger,2020-03-25,7,1
19967,,Niger,2020-03-26,10,1
19968,,Niger,2020-03-27,10,1
19969,,Niger,2020-03-28,10,1
19970,,Niger,2020-03-29,18,1
19971,,Niger,2020-03-30,27,3
19972,,Niger,2020-03-31,27,3
19973,,Niger,2020-04-01,74,5
19974,,Niger,2020-04-02,98,5
19975,,Niger,2020-04-03,120,5
19976,,Niger,2020-04-04,144,8
20010,,Nigeria,2020-01-22,0,0
20011,,Nigeria,2020-01-23,0,0
20012,,Nigeria,2020-01-24,0,0
20013,,Nigeria,2020-01-25,0,0
20014,,Nigeria,2020-01-26,0,0
20015,,Nigeria,2020-01-27,0,0
20016,,Nigeria,2020-01-28,0,0
20017,,Nigeria,2020-01-29,0,0
20018,,Nigeria,2020-01-30,0,0
20019,,Nigeria,2020-01-31,0,0
20020,,Nigeria,2020-02-01,0,0
20021,,Nigeria,2020-02-02,0,0
20022,,Nigeria,2020-02-03,0,0
20023,,Nigeria,2020-02-04,0,0
20024,,Nigeria,2020-02-05,0,0
20025,,Nigeria,2020-02-06,0,0
20026,,Nigeria,2020-02-07,0,0
20027,,Nigeria,2020-02-08,0,0
20028,,Nigeria,2020-02-09,0,0
20029,,Nigeria,2020-02-10,0,0
20030,,Nigeria,2020-02-11,0,0
20031,,Nigeria,2020-02-12,0,0
20032,,Nigeria,2020-02-13,0,0
20033,,Nigeria,2020-02-14,0,0
20034,,Nigeria,2020-02-15,0,0
20035,,Nigeria,2020-02-16,0,0
20036,,Nigeria,2020-02-17,0,0
20037,,Nigeria,2020-02-18,0,0
20038,,Nigeria,2020-02-19,0,0
20039,,Nigeria,2020-02-20,0,0
20040,,Nigeria,2020-02-21,0,0
20041,,Nigeria,2020-02-22,0,0
20042,,Nigeria,2020-02-23,0,0
20043,,Nigeria,2020-02-24,0,0
20044,,Nigeria,2020-02-25,0,0
20045,,Nigeria,2020-02-26,0,0
20046,,Nigeria,2020-02-27,0,0
20047,,Nigeria,2020-02-28,1,0
20048,,Nigeria,2020-02-29,1,0
20049,,Nigeria,2020-03-01,1,0
20050,,Nigeria,2020-03-02,1,0
20051,,Nigeria,2020-03-03,1,0
20052,,Nigeria,2020-03-04,1,0
20053,,Nigeria,2020-03-05,1,0
20054,,Nigeria,2020-03-06,1,0
20055,,Nigeria,2020-03-07,1,0
20056,,Nigeria,2020-03-08,1,0
20057,,Nigeria,2020-03-09,2,0
20058,,Nigeria,2020-03-10,2,0
20059,,Nigeria,2020-03-11,2,0
20060,,Nigeria,2020-03-12,2,0
20061,,Nigeria,2020-03-13,2,0
20062,,Nigeria,2020-03-14,2,0
20063,,Nigeria,2020-03-15,2,0
20064,,Nigeria,2020-03-16,2,0
20065,,Nigeria,2020-03-17,3,0
20066,,Nigeria,2020-03-18,8,0
20067,,Nigeria,2020-03-19,8,0
20068,,Nigeria,2020-03-20,12,0
20069,,Nigeria,2020-03-21,22,0
20070,,Nigeria,2020-03-22,30,0
20071,,Nigeria,2020-03-23,40,1
20072,,Nigeria,2020-03-24,44,1
20073,,Nigeria,2020-03-25,51,1
20074,,Nigeria,2020-03-26,65,1
20075,,Nigeria,2020-03-27,70,1
20076,,Nigeria,2020-03-28,89,1
20077,,Nigeria,2020-03-29,111,1
20078,,Nigeria,2020-03-30,131,2
20079,,Nigeria,2020-03-31,135,2
20080,,Nigeria,2020-04-01,174,2
20081,,Nigeria,2020-04-02,184,2
20082,,Nigeria,2020-04-03,210,4
20083,,Nigeria,2020-04-04,214,4
20117,,North Macedonia,2020-01-22,0,0
20118,,North Macedonia,2020-01-23,0,0
20119,,North Macedonia,2020-01-24,0,0
20120,,North Macedonia,2020-01-25,0,0
20121,,North Macedonia,2020-01-26,0,0
20122,,North Macedonia,2020-01-27,0,0
20123,,North Macedonia,2020-01-28,0,0
20124,,North Macedonia,2020-01-29,0,0
20125,,North Macedonia,2020-01-30,0,0
20126,,North Macedonia,2020-01-31,0,0
20127,,North Macedonia,2020-02-01,0,0
20128,,North Macedonia,2020-02-02,0,0
20129,,North Macedonia,2020-02-03,0,0
20130,,North Macedonia,2020-02-04,0,0
20131,,North Macedonia,2020-02-05,0,0
20132,,North Macedonia,2020-02-06,0,0
20133,,North Macedonia,2020-02-07,0,0
20134,,North Macedonia,2020-02-08,0,0
20135,,North Macedonia,2020-02-09,0,0
20136,,North Macedonia,2020-02-10,0,0
20137,,North Macedonia,2020-02-11,0,0
20138,,North Macedonia,2020-02-12,0,0
20139,,North Macedonia,2020-02-13,0,0
20140,,North Macedonia,2020-02-14,0,0
20141,,North Macedonia,2020-02-15,0,0
20142,,North Macedonia,2020-02-16,0,0
20143,,North Macedonia,2020-02-17,0,0
20144,,North Macedonia,2020-02-18,0,0
20145,,North Macedonia,2020-02-19,0,0
20146,,North Macedonia,2020-02-20,0,0
20147,,North Macedonia,2020-02-21,0,0
20148,,North Macedonia,2020-02-22,0,0
20149,,North Macedonia,2020-02-23,0,0
20150,,North Macedonia,2020-02-24,0,0
20151,,North Macedonia,2020-02-25,0,0
20152,,North Macedonia,2020-02-26,1,0
20153,,North Macedonia,2020-02-27,1,0
20154,,North Macedonia,2020-02-28,1,0
20155,,North Macedonia,2020-02-29,1,0
20156,,North Macedonia,2020-03-01,1,0
20157,,North Macedonia,2020-03-02,1,0
20158,,North Macedonia,2020-03-03,1,0
20159,,North Macedonia,2020-03-04,1,0
20160,,North Macedonia,2020-03-05,1,0
20161,,North Macedonia,2020-03-06,3,0
20162,,North Macedonia,2020-03-07,3,0
20163,,North Macedonia,2020-03-08,3,0
20164,,North Macedonia,2020-03-09,3,0
20165,,North Macedonia,2020-03-10,7,0
20166,,North Macedonia,2020-03-11,7,0
20167,,North Macedonia,2020-03-12,7,0
20168,,North Macedonia,2020-03-13,14,0
20169,,North Macedonia,2020-03-14,14,0
20170,,North Macedonia,2020-03-15,14,0
20171,,North Macedonia,2020-03-16,18,0
20172,,North Macedonia,2020-03-17,26,0
20173,,North Macedonia,2020-03-18,35,0
20174,,North Macedonia,2020-03-19,48,0
20175,,North Macedonia,2020-03-20,67,0
20176,,North Macedonia,2020-03-21,85,0
20177,,North Macedonia,2020-03-22,115,1
20178,,North Macedonia,2020-03-23,136,2
20179,,North Macedonia,2020-03-24,148,2
20180,,North Macedonia,2020-03-25,177,3
20181,,North Macedonia,2020-03-26,201,3
20182,,North Macedonia,2020-03-27,219,3
20183,,North Macedonia,2020-03-28,241,4
20184,,North Macedonia,2020-03-29,259,6
20185,,North Macedonia,2020-03-30,285,7
20186,,North Macedonia,2020-03-31,329,9
20187,,North Macedonia,2020-04-01,354,11
20188,,North Macedonia,2020-04-02,384,11
20189,,North Macedonia,2020-04-03,430,12
20190,,North Macedonia,2020-04-04,483,17
20224,,Norway,2020-01-22,0,0
20225,,Norway,2020-01-23,0,0
20226,,Norway,2020-01-24,0,0
20227,,Norway,2020-01-25,0,0
20228,,Norway,2020-01-26,0,0
20229,,Norway,2020-01-27,0,0
20230,,Norway,2020-01-28,0,0
20231,,Norway,2020-01-29,0,0
20232,,Norway,2020-01-30,0,0
20233,,Norway,2020-01-31,0,0
20234,,Norway,2020-02-01,0,0
20235,,Norway,2020-02-02,0,0
20236,,Norway,2020-02-03,0,0
20237,,Norway,2020-02-04,0,0
20238,,Norway,2020-02-05,0,0
20239,,Norway,2020-02-06,0,0
20240,,Norway,2020-02-07,0,0
20241,,Norway,2020-02-08,0,0
20242,,Norway,2020-02-09,0,0
20243,,Norway,2020-02-10,0,0
20244,,Norway,2020-02-11,0,0
20245,,Norway,2020-02-12,0,0
20246,,Norway,2020-02-13,0,0
20247,,Norway,2020-02-14,0,0
20248,,Norway,2020-02-15,0,0
20249,,Norway,2020-02-16,0,0
20250,,Norway,2020-02-17,0,0
20251,,Norway,2020-02-18,0,0
20252,,Norway,2020-02-19,0,0
20253,,Norway,2020-02-20,0,0
20254,,Norway,2020-02-21,0,0
20255,,Norway,2020-02-22,0,0
20256,,Norway,2020-02-23,0,0
20257,,Norway,2020-02-24,0,0
20258,,Norway,2020-02-25,0,0
20259,,Norway,2020-02-26,1,0
20260,,Norway,2020-02-27,1,0
20261,,Norway,2020-02-28,6,0
20262,,Norway,2020-02-29,15,0
20263,,Norway,2020-03-01,19,0
20264,,Norway,2020-03-02,25,0
20265,,Norway,2020-03-03,32,0
20266,,Norway,2020-03-04,56,0
20267,,Norway,2020-03-05,87,0
20268,,Norway,2020-03-06,108,0
20269,,Norway,2020-03-07,147,0
20270,,Norway,2020-03-08,176,0
20271,,Norway,2020-03-09,205,0
20272,,Norway,2020-03-10,400,0
20273,,Norway,2020-03-11,598,0
20274,,Norway,2020-03-12,702,0
20275,,Norway,2020-03-13,996,0
20276,,Norway,2020-03-14,1090,3
20277,,Norway,2020-03-15,1221,3
20278,,Norway,2020-03-16,1333,3
20279,,Norway,2020-03-17,1463,3
20280,,Norway,2020-03-18,1550,6
20281,,Norway,2020-03-19,1746,7
20282,,Norway,2020-03-20,1914,7
20283,,Norway,2020-03-21,2118,7
20284,,Norway,2020-03-22,2385,7
20285,,Norway,2020-03-23,2621,10
20286,,Norway,2020-03-24,2863,12
20287,,Norway,2020-03-25,3084,14
20288,,Norway,2020-03-26,3369,14
20289,,Norway,2020-03-27,3755,19
20290,,Norway,2020-03-28,4015,23
20291,,Norway,2020-03-29,4284,25
20292,,Norway,2020-03-30,4445,32
20293,,Norway,2020-03-31,4641,39
20294,,Norway,2020-04-01,4863,44
20295,,Norway,2020-04-02,5147,50
20296,,Norway,2020-04-03,5370,59
20297,,Norway,2020-04-04,5550,62
20331,,Oman,2020-01-22,0,0
20332,,Oman,2020-01-23,0,0
20333,,Oman,2020-01-24,0,0
20334,,Oman,2020-01-25,0,0
20335,,Oman,2020-01-26,0,0
20336,,Oman,2020-01-27,0,0
20337,,Oman,2020-01-28,0,0
20338,,Oman,2020-01-29,0,0
20339,,Oman,2020-01-30,0,0
20340,,Oman,2020-01-31,0,0
20341,,Oman,2020-02-01,0,0
20342,,Oman,2020-02-02,0,0
20343,,Oman,2020-02-03,0,0
20344,,Oman,2020-02-04,0,0
20345,,Oman,2020-02-05,0,0
20346,,Oman,2020-02-06,0,0
20347,,Oman,2020-02-07,0,0
20348,,Oman,2020-02-08,0,0
20349,,Oman,2020-02-09,0,0
20350,,Oman,2020-02-10,0,0
20351,,Oman,2020-02-11,0,0
20352,,Oman,2020-02-12,0,0
20353,,Oman,2020-02-13,0,0
20354,,Oman,2020-02-14,0,0
20355,,Oman,2020-02-15,0,0
20356,,Oman,2020-02-16,0,0
20357,,Oman,2020-02-17,0,0
20358,,Oman,2020-02-18,0,0
20359,,Oman,2020-02-19,0,0
20360,,Oman,2020-02-20,0,0
20361,,Oman,2020-02-21,0,0
20362,,Oman,2020-02-22,0,0
20363,,Oman,2020-02-23,0,0
20364,,Oman,2020-02-24,2,0
20365,,Oman,2020-02-25,2,0
20366,,Oman,2020-02-26,4,0
20367,,Oman,2020-02-27,4,0
20368,,Oman,2020-02-28,4,0
20369,,Oman,2020-02-29,6,0
20370,,Oman,2020-03-01,6,0
20371,,Oman,2020-03-02,6,0
20372,,Oman,2020-03-03,12,0
20373,,Oman,2020-03-04,15,0
20374,,Oman,2020-03-05,16,0
20375,,Oman,2020-03-06,16,0
20376,,Oman,2020-03-07,16,0
20377,,Oman,2020-03-08,16,0
20378,,Oman,2020-03-09,16,0
20379,,Oman,2020-03-10,18,0
20380,,Oman,2020-03-11,18,0
20381,,Oman,2020-03-12,18,0
20382,,Oman,2020-03-13,19,0
20383,,Oman,2020-03-14,19,0
20384,,Oman,2020-03-15,22,0
20385,,Oman,2020-03-16,22,0
20386,,Oman,2020-03-17,24,0
20387,,Oman,2020-03-18,39,0
20388,,Oman,2020-03-19,48,0
20389,,Oman,2020-03-20,48,0
20390,,Oman,2020-03-21,52,0
20391,,Oman,2020-03-22,55,0
20392,,Oman,2020-03-23,66,0
20393,,Oman,2020-03-24,84,0
20394,,Oman,2020-03-25,99,0
20395,,Oman,2020-03-26,109,0
20396,,Oman,2020-03-27,131,0
20397,,Oman,2020-03-28,152,0
20398,,Oman,2020-03-29,167,0
20399,,Oman,2020-03-30,179,0
20400,,Oman,2020-03-31,192,1
20401,,Oman,2020-04-01,210,1
20402,,Oman,2020-04-02,231,1
20403,,Oman,2020-04-03,252,1
20404,,Oman,2020-04-04,277,2
20438,,Pakistan,2020-01-22,0,0
20439,,Pakistan,2020-01-23,0,0
20440,,Pakistan,2020-01-24,0,0
20441,,Pakistan,2020-01-25,0,0
20442,,Pakistan,2020-01-26,0,0
20443,,Pakistan,2020-01-27,0,0
20444,,Pakistan,2020-01-28,0,0
20445,,Pakistan,2020-01-29,0,0
20446,,Pakistan,2020-01-30,0,0
20447,,Pakistan,2020-01-31,0,0
20448,,Pakistan,2020-02-01,0,0
20449,,Pakistan,2020-02-02,0,0
20450,,Pakistan,2020-02-03,0,0
20451,,Pakistan,2020-02-04,0,0
20452,,Pakistan,2020-02-05,0,0
20453,,Pakistan,2020-02-06,0,0
20454,,Pakistan,2020-02-07,0,0
20455,,Pakistan,2020-02-08,0,0
20456,,Pakistan,2020-02-09,0,0
20457,,Pakistan,2020-02-10,0,0
20458,,Pakistan,2020-02-11,0,0
20459,,Pakistan,2020-02-12,0,0
20460,,Pakistan,2020-02-13,0,0
20461,,Pakistan,2020-02-14,0,0
20462,,Pakistan,2020-02-15,0,0
20463,,Pakistan,2020-02-16,0,0
20464,,Pakistan,2020-02-17,0,0
20465,,Pakistan,2020-02-18,0,0
20466,,Pakistan,2020-02-19,0,0
20467,,Pakistan,2020-02-20,0,0
20468,,Pakistan,2020-02-21,0,0
20469,,Pakistan,2020-02-22,0,0
20470,,Pakistan,2020-02-23,0,0
20471,,Pakistan,2020-02-24,0,0
20472,,Pakistan,2020-02-25,0,0
20473,,Pakistan,2020-02-26,2,0
20474,,Pakistan,2020-02-27,2,0
20475,,Pakistan,2020-02-28,2,0
20476,,Pakistan,2020-02-29,4,0
20477,,Pakistan,2020-03-01,4,0
20478,,Pakistan,2020-03-02,4,0
20479,,Pakistan,2020-03-03,5,0
20480,,Pakistan,2020-03-04,5,0
20481,,Pakistan,2020-03-05,5,0
20482,,Pakistan,2020-03-06,6,0
20483,,Pakistan,2020-03-07,6,0
20484,,Pakistan,2020-03-08,6,0
20485,,Pakistan,2020-03-09,6,0
20486,,Pakistan,2020-03-10,16,0
20487,,Pakistan,2020-03-11,19,0
20488,,Pakistan,2020-03-12,20,0
20489,,Pakistan,2020-03-13,28,0
20490,,Pakistan,2020-03-14,31,0
20491,,Pakistan,2020-03-15,53,0
20492,,Pakistan,2020-03-16,136,0
20493,,Pakistan,2020-03-17,236,0
20494,,Pakistan,2020-03-18,299,0
20495,,Pakistan,2020-03-19,454,2
20496,,Pakistan,2020-03-20,501,3
20497,,Pakistan,2020-03-21,730,3
20498,,Pakistan,2020-03-22,776,5
20499,,Pakistan,2020-03-23,875,6
20500,,Pakistan,2020-03-24,972,7
20501,,Pakistan,2020-03-25,1063,8
20502,,Pakistan,2020-03-26,1201,9
20503,,Pakistan,2020-03-27,1373,11
20504,,Pakistan,2020-03-28,1495,12
20505,,Pakistan,2020-03-29,1597,14
20506,,Pakistan,2020-03-30,1717,21
20507,,Pakistan,2020-03-31,1938,26
20508,,Pakistan,2020-04-01,2118,27
20509,,Pakistan,2020-04-02,2421,34
20510,,Pakistan,2020-04-03,2686,40
20511,,Pakistan,2020-04-04,2818,41
20545,,Panama,2020-01-22,0,0
20546,,Panama,2020-01-23,0,0
20547,,Panama,2020-01-24,0,0
20548,,Panama,2020-01-25,0,0
20549,,Panama,2020-01-26,0,0
20550,,Panama,2020-01-27,0,0
20551,,Panama,2020-01-28,0,0
20552,,Panama,2020-01-29,0,0
20553,,Panama,2020-01-30,0,0
20554,,Panama,2020-01-31,0,0
20555,,Panama,2020-02-01,0,0
20556,,Panama,2020-02-02,0,0
20557,,Panama,2020-02-03,0,0
20558,,Panama,2020-02-04,0,0
20559,,Panama,2020-02-05,0,0
20560,,Panama,2020-02-06,0,0
20561,,Panama,2020-02-07,0,0
20562,,Panama,2020-02-08,0,0
20563,,Panama,2020-02-09,0,0
20564,,Panama,2020-02-10,0,0
20565,,Panama,2020-02-11,0,0
20566,,Panama,2020-02-12,0,0
20567,,Panama,2020-02-13,0,0
20568,,Panama,2020-02-14,0,0
20569,,Panama,2020-02-15,0,0
20570,,Panama,2020-02-16,0,0
20571,,Panama,2020-02-17,0,0
20572,,Panama,2020-02-18,0,0
20573,,Panama,2020-02-19,0,0
20574,,Panama,2020-02-20,0,0
20575,,Panama,2020-02-21,0,0
20576,,Panama,2020-02-22,0,0
20577,,Panama,2020-02-23,0,0
20578,,Panama,2020-02-24,0,0
20579,,Panama,2020-02-25,0,0
20580,,Panama,2020-02-26,0,0
20581,,Panama,2020-02-27,0,0
20582,,Panama,2020-02-28,0,0
20583,,Panama,2020-02-29,0,0
20584,,Panama,2020-03-01,0,0
20585,,Panama,2020-03-02,0,0
20586,,Panama,2020-03-03,0,0
20587,,Panama,2020-03-04,0,0
20588,,Panama,2020-03-05,0,0
20589,,Panama,2020-03-06,0,0
20590,,Panama,2020-03-07,0,0
20591,,Panama,2020-03-08,0,0
20592,,Panama,2020-03-09,0,0
20593,,Panama,2020-03-10,1,0
20594,,Panama,2020-03-11,8,1
20595,,Panama,2020-03-12,11,1
20596,,Panama,2020-03-13,27,1
20597,,Panama,2020-03-14,36,1
20598,,Panama,2020-03-15,43,1
20599,,Panama,2020-03-16,55,1
20600,,Panama,2020-03-17,69,1
20601,,Panama,2020-03-18,86,1
20602,,Panama,2020-03-19,109,1
20603,,Panama,2020-03-20,137,1
20604,,Panama,2020-03-21,200,1
20605,,Panama,2020-03-22,313,3
20606,,Panama,2020-03-23,345,6
20607,,Panama,2020-03-24,345,6
20608,,Panama,2020-03-25,443,8
20609,,Panama,2020-03-26,558,8
20610,,Panama,2020-03-27,674,9
20611,,Panama,2020-03-28,786,14
20612,,Panama,2020-03-29,901,17
20613,,Panama,2020-03-30,989,24
20614,,Panama,2020-03-31,1181,30
20615,,Panama,2020-04-01,1181,30
20616,,Panama,2020-04-02,1317,32
20617,,Panama,2020-04-03,1475,37
20618,,Panama,2020-04-04,1673,41
20652,,Papua New Guinea,2020-01-22,0,0
20653,,Papua New Guinea,2020-01-23,0,0
20654,,Papua New Guinea,2020-01-24,0,0
20655,,Papua New Guinea,2020-01-25,0,0
20656,,Papua New Guinea,2020-01-26,0,0
20657,,Papua New Guinea,2020-01-27,0,0
20658,,Papua New Guinea,2020-01-28,0,0
20659,,Papua New Guinea,2020-01-29,0,0
20660,,Papua New Guinea,2020-01-30,0,0
20661,,Papua New Guinea,2020-01-31,0,0
20662,,Papua New Guinea,2020-02-01,0,0
20663,,Papua New Guinea,2020-02-02,0,0
20664,,Papua New Guinea,2020-02-03,0,0
20665,,Papua New Guinea,2020-02-04,0,0
20666,,Papua New Guinea,2020-02-05,0,0
20667,,Papua New Guinea,2020-02-06,0,0
20668,,Papua New Guinea,2020-02-07,0,0
20669,,Papua New Guinea,2020-02-08,0,0
20670,,Papua New Guinea,2020-02-09,0,0
20671,,Papua New Guinea,2020-02-10,0,0
20672,,Papua New Guinea,2020-02-11,0,0
20673,,Papua New Guinea,2020-02-12,0,0
20674,,Papua New Guinea,2020-02-13,0,0
20675,,Papua New Guinea,2020-02-14,0,0
20676,,Papua New Guinea,2020-02-15,0,0
20677,,Papua New Guinea,2020-02-16,0,0
20678,,Papua New Guinea,2020-02-17,0,0
20679,,Papua New Guinea,2020-02-18,0,0
20680,,Papua New Guinea,2020-02-19,0,0
20681,,Papua New Guinea,2020-02-20,0,0
20682,,Papua New Guinea,2020-02-21,0,0
20683,,Papua New Guinea,2020-02-22,0,0
20684,,Papua New Guinea,2020-02-23,0,0
20685,,Papua New Guinea,2020-02-24,0,0
20686,,Papua New Guinea,2020-02-25,0,0
20687,,Papua New Guinea,2020-02-26,0,0
20688,,Papua New Guinea,2020-02-27,0,0
20689,,Papua New Guinea,2020-02-28,0,0
20690,,Papua New Guinea,2020-02-29,0,0
20691,,Papua New Guinea,2020-03-01,0,0
20692,,Papua New Guinea,2020-03-02,0,0
20693,,Papua New Guinea,2020-03-03,0,0
20694,,Papua New Guinea,2020-03-04,0,0
20695,,Papua New Guinea,2020-03-05,0,0
20696,,Papua New Guinea,2020-03-06,0,0
20697,,Papua New Guinea,2020-03-07,0,0
20698,,Papua New Guinea,2020-03-08,0,0
20699,,Papua New Guinea,2020-03-09,0,0
20700,,Papua New Guinea,2020-03-10,0,0
20701,,Papua New Guinea,2020-03-11,0,0
20702,,Papua New Guinea,2020-03-12,0,0
20703,,Papua New Guinea,2020-03-13,0,0
20704,,Papua New Guinea,2020-03-14,0,0
20705,,Papua New Guinea,2020-03-15,0,0
20706,,Papua New Guinea,2020-03-16,0,0
20707,,Papua New Guinea,2020-03-17,0,0
20708,,Papua New Guinea,2020-03-18,0,0
20709,,Papua New Guinea,2020-03-19,0,0
20710,,Papua New Guinea,2020-03-20,1,0
20711,,Papua New Guinea,2020-03-21,1,0
20712,,Papua New Guinea,2020-03-22,1,0
20713,,Papua New Guinea,2020-03-23,1,0
20714,,Papua New Guinea,2020-03-24,1,0
20715,,Papua New Guinea,2020-03-25,1,0
20716,,Papua New Guinea,2020-03-26,1,0
20717,,Papua New Guinea,2020-03-27,1,0
20718,,Papua New Guinea,2020-03-28,1,0
20719,,Papua New Guinea,2020-03-29,1,0
20720,,Papua New Guinea,2020-03-30,1,0
20721,,Papua New Guinea,2020-03-31,1,0
20722,,Papua New Guinea,2020-04-01,1,0
20723,,Papua New Guinea,2020-04-02,1,0
20724,,Papua New Guinea,2020-04-03,1,0
20725,,Papua New Guinea,2020-04-04,1,0
20759,,Paraguay,2020-01-22,0,0
20760,,Paraguay,2020-01-23,0,0
20761,,Paraguay,2020-01-24,0,0
20762,,Paraguay,2020-01-25,0,0
20763,,Paraguay,2020-01-26,0,0
20764,,Paraguay,2020-01-27,0,0
20765,,Paraguay,2020-01-28,0,0
20766,,Paraguay,2020-01-29,0,0
20767,,Paraguay,2020-01-30,0,0
20768,,Paraguay,2020-01-31,0,0
20769,,Paraguay,2020-02-01,0,0
20770,,Paraguay,2020-02-02,0,0
20771,,Paraguay,2020-02-03,0,0
20772,,Paraguay,2020-02-04,0,0
20773,,Paraguay,2020-02-05,0,0
20774,,Paraguay,2020-02-06,0,0
20775,,Paraguay,2020-02-07,0,0
20776,,Paraguay,2020-02-08,0,0
20777,,Paraguay,2020-02-09,0,0
20778,,Paraguay,2020-02-10,0,0
20779,,Paraguay,2020-02-11,0,0
20780,,Paraguay,2020-02-12,0,0
20781,,Paraguay,2020-02-13,0,0
20782,,Paraguay,2020-02-14,0,0
20783,,Paraguay,2020-02-15,0,0
20784,,Paraguay,2020-02-16,0,0
20785,,Paraguay,2020-02-17,0,0
20786,,Paraguay,2020-02-18,0,0
20787,,Paraguay,2020-02-19,0,0
20788,,Paraguay,2020-02-20,0,0
20789,,Paraguay,2020-02-21,0,0
20790,,Paraguay,2020-02-22,0,0
20791,,Paraguay,2020-02-23,0,0
20792,,Paraguay,2020-02-24,0,0
20793,,Paraguay,2020-02-25,0,0
20794,,Paraguay,2020-02-26,0,0
20795,,Paraguay,2020-02-27,0,0
20796,,Paraguay,2020-02-28,0,0
20797,,Paraguay,2020-02-29,0,0
20798,,Paraguay,2020-03-01,0,0
20799,,Paraguay,2020-03-02,0,0
20800,,Paraguay,2020-03-03,0,0
20801,,Paraguay,2020-03-04,0,0
20802,,Paraguay,2020-03-05,0,0
20803,,Paraguay,2020-03-06,0,0
20804,,Paraguay,2020-03-07,0,0
20805,,Paraguay,2020-03-08,1,0
20806,,Paraguay,2020-03-09,1,0
20807,,Paraguay,2020-03-10,1,0
20808,,Paraguay,2020-03-11,5,0
20809,,Paraguay,2020-03-12,5,0
20810,,Paraguay,2020-03-13,6,0
20811,,Paraguay,2020-03-14,6,0
20812,,Paraguay,2020-03-15,6,0
20813,,Paraguay,2020-03-16,8,0
20814,,Paraguay,2020-03-17,9,0
20815,,Paraguay,2020-03-18,11,0
20816,,Paraguay,2020-03-19,11,0
20817,,Paraguay,2020-03-20,13,0
20818,,Paraguay,2020-03-21,18,1
20819,,Paraguay,2020-03-22,22,1
20820,,Paraguay,2020-03-23,22,1
20821,,Paraguay,2020-03-24,27,2
20822,,Paraguay,2020-03-25,37,3
20823,,Paraguay,2020-03-26,41,3
20824,,Paraguay,2020-03-27,52,3
20825,,Paraguay,2020-03-28,56,3
20826,,Paraguay,2020-03-29,59,3
20827,,Paraguay,2020-03-30,64,3
20828,,Paraguay,2020-03-31,65,3
20829,,Paraguay,2020-04-01,69,3
20830,,Paraguay,2020-04-02,77,3
20831,,Paraguay,2020-04-03,92,3
20832,,Paraguay,2020-04-04,96,3
20866,,Peru,2020-01-22,0,0
20867,,Peru,2020-01-23,0,0
20868,,Peru,2020-01-24,0,0
20869,,Peru,2020-01-25,0,0
20870,,Peru,2020-01-26,0,0
20871,,Peru,2020-01-27,0,0
20872,,Peru,2020-01-28,0,0
20873,,Peru,2020-01-29,0,0
20874,,Peru,2020-01-30,0,0
20875,,Peru,2020-01-31,0,0
20876,,Peru,2020-02-01,0,0
20877,,Peru,2020-02-02,0,0
20878,,Peru,2020-02-03,0,0
20879,,Peru,2020-02-04,0,0
20880,,Peru,2020-02-05,0,0
20881,,Peru,2020-02-06,0,0
20882,,Peru,2020-02-07,0,0
